lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized
hinrichten	NOUN	1850	1	hinrichten-c1-i35	 	es ist Dein Sohn, den sie als Mörder auf einem Schaffotte hinrichten mußten — Du begreifst, Anton, mein Erwachen war nicht süß!	58:68	0:127	es ist Dein Sohn , den sie als Mörder auf einem Schaffotte hinrichten mußten — Du begreifst , Anton , mein Erwachen war nicht süß !	12	0:26
hinrichten	NOUN	1850	1	hinrichten-c1-i27	 	Es waren jedoch nicht Darstellungen so gläubiger und pathetischer Art, wie ich sie früher gar nicht zu beachten pflegte; es war die eines ganz ruhig und objektiv betrachtenden und vergleichenden englischen Historikers, was meinen Blick auf das wundervolle Gebäude der römisch-katholischen Hierarchie hinrichtete und mich bewog, Gedanken festzuhalten und auszubilden, die mir allerdings schon früher, doch nur zeitweise und vorübergehend in den Sinn gekommen waren.	300:311	0:464	Es waren jedoch nicht Darstellungen so gläubiger und pathetischer Art , wie ich sie früher gar nicht zu beachten pflegte ; es war die eines ganz ruhig und objektiv betrachtenden und vergleichenden englischen Historikers , was meinen Blick auf das wundervolle Gebäude der römisch-katholischen Hierarchie hinrichtete und mich bewog , Gedanken festzuhalten und auszubilden , die mir allerdings schon früher , doch nur zeitweise und vorübergehend in den Sinn gekommen waren .	45	0:72
hinrichten	NOUN	1850	1	hinrichten-c1-i57	 	Besonders merkwürdig ist aber die theils ausnehmend lebhafte Bewegung, die zur Befruchtungszeit an den Geschlechtstheilen in vielen Zwitterblüthen bemerkt wird; da z. B. die Staubfäden der gemeinen Berberis, wenn sie auf ihrer innern Seite (wo sie nach den Fruchtknoten hingerichtet sind) berührt werden, (wenn sich z. B. ein Insect auf die Blüthe setzt, um den Honigsaft aus dem Boden derselben zu ziehen) einwärts schnellen und ihre männlichen Staubbeutel gegen die weibliche Narbe treiben, und dadurch ihre Befruchtung bewirken.	270:282	0:531	Besonders merkwürdig ist aber die theils ausnehmend lebhafte Bewegung , die zur Befruchtungszeit an den Geschlechtstheilen in vielen Zwitterblüthen bemerkt wird ; da z. B. die Staubfäden der gemeinen Berberis , wenn sie auf ihrer innern Seite ( wo sie nach den Fruchtknoten hingerichtet sind ) berührt werden , ( wenn sich z. B. ein Insect auf die Blüthe setzt , um den Honigsaft aus dem Boden derselben zu ziehen ) einwärts schnellen und ihre männlichen Staubbeutel gegen die weibliche Narbe treiben , und dadurch ihre Befruchtung bewirken .	43	0:89
hinrichten	NOUN	1850	1	hinrichten-c1-i5	 	» Es sind Gerüchte verbreitet, « schreibt er dem Kaiser, » als hätte ich zwei Barbaren lebendig geschunden; ich habe aber nur einen Gefangenen gehabt, den ich hinrichten liess; es ist abgeschmacktes Gerede, dass die Engländer dafür Rache nehmen wollen.	159:169	0:252	» Es sind Gerüchte verbreitet , « schreibt er dem Kaiser , » als hätte ich zwei Barbaren lebendig geschunden ; ich habe aber nur einen Gefangenen gehabt , den ich hinrichten liess ; es ist abgeschmacktes Gerede , dass die Engländer dafür Rache nehmen wollen .	31	0:47
hinrichten	NOUN	1850	1	hinrichten-c1-i33	 	Als es dunkelte, trat Boges bei ihr ein und erzählte ihr mit bitterem Hohn, daß der König ihren Brief an Bartja besitze, und der Gärtnerknabe, welcher denselben überbringen sollte, hingerichtet worden sei.	181:193	0:205	Als es dunkelte , trat Boges bei ihr ein und erzählte ihr mit bitterem Hohn , daß der König ihren Brief an Bartja besitze , und der Gärtnerknabe , welcher denselben überbringen sollte , hingerichtet worden sei .	34	0:38
hinrichten	NOUN	1850	1	hinrichten-c1-i78	 	Indess ward Aristonikos nicht lange nach diesem Erfolg von Crassus Nachfolger Marcus Perpenna überfallen, sein Heer zersprengt, er selbst in Stratonikeia belagert und gefangen und bald darauf in Rom hingerichtet.	199:211	0:212	Indess ward Aristonikos nicht lange nach diesem Erfolg von Crassus Nachfolger Marcus Perpenna überfallen , sein Heer zersprengt , er selbst in Stratonikeia belagert und gefangen und bald darauf in Rom hingerichtet .	31	0:33
hinrichten	NOUN	1850	1	hinrichten-c1-i51	 	Der arme Tyndall, der zuerst unter unaufhörlicher Lebensgefahr Hand an dieß Werk gelegt, war endlich doch zu Antwerpen, wo er sich aufhielt, der niederländischen Regierung verrathen, festgenommen, und auf dem Schloß Vilvorden hingerichtet worden, so überzeugt der kaiserliche Procurator sich auch zeigte, daß der Angeklagte ein frommer und gelehrter Mann sey.	226:238	0:359	Der arme Tyndall , der zuerst unter unaufhörlicher Lebensgefahr Hand an dieß Werk gelegt , war endlich doch zu Antwerpen , wo er sich aufhielt , der niederländischen Regierung verrathen , festgenommen , und auf dem Schloß Vilvorden hingerichtet worden , so überzeugt der kaiserliche Procurator sich auch zeigte , daß der Angeklagte ein frommer und gelehrter Mann sey .	38	0:60
hinrichten	NOUN	1850	1	hinrichten-c1-i1	 	Wenn sich der Sklave für 14 Tage entfernt, ist er zur Sklaverei auf Lebenszeit verurtheilt und soll auf Stirn oder Backen mit dem Buchstaben S gebrandmarkt, wenn er zum drittenmal fortläuft, als Staatsverräther hingerichtet werden.	211:223	0:231	Wenn sich der Sklave für 14 Tage entfernt , ist er zur Sklaverei auf Lebenszeit verurtheilt und soll auf Stirn oder Backen mit dem Buchstaben S gebrandmarkt , wenn er zum drittenmal fortläuft , als Staatsverräther hingerichtet werden .	36	0:39
hinrichten	NOUN	1850	1	hinrichten-c1-i60	 	„O er fing damit an, ‚ wir wüßten doch nicht, ob der Schwarze ein Spion wäre, und es wäre doch eine furchtbar ernste Sache, wenn wir ihn hinrichteten, ohne darüber ganz sicher zu sein; er hätte sich vielleicht nur versteckt, weil er verwundet gewesen wäre.	137:149	0:256	„ O er fing damit an , ‚ wir wüßten doch nicht , ob der Schwarze ein Spion wäre , und es wäre doch eine furchtbar ernste Sache , wenn wir ihn hinrichteten , ohne darüber ganz sicher zu sein ; er hätte sich vielleicht nur versteckt , weil er verwundet gewesen wäre .	32	0:54
hinrichten	NOUN	1850	1	hinrichten-c1-i9	 	‒ Nach der Einnahme der Barrikade an der Estrapade, wo ein Bataillon Linie und die Nationalgarde so viel Menschen verloren haben, ist Gornet, der ehemalige Maire, Arzt und Freund von Barbes, durch dessen Einfluß er einige Tage lang nach der Februarrevolution an der Spitze der Verwaltung stand, militärisch hingerichtet worden.	307:319	0:327	‒ Nach der Einnahme der Barrikade an der Estrapade , wo ein Bataillon Linie und die Nationalgarde so viel Menschen verloren haben , ist Gornet , der ehemalige Maire , Arzt und Freund von Barbes , durch dessen Einfluß er einige Tage lang nach der Februarrevolution an der Spitze der Verwaltung stand , militärisch hingerichtet worden .	54	0:57
hinrichten	NOUN	1850	1	hinrichten-c1-i53	 	Im Jahre 1685 wurden des holländischen Handels wegen neununddreissig japanische Schleichhändler hingerichtet, der Vorsteher der Factorei und zwei Unterkaufleute bei Lebensstrafe des Landes verwiesen.	96:108	0:199	Im Jahre 1685 wurden des holländischen Handels wegen neununddreissig japanische Schleichhändler hingerichtet , der Vorsteher der Factorei und zwei Unterkaufleute bei Lebensstrafe des Landes verwiesen .	11	0:26
hinrichten	NOUN	1850	1	hinrichten-c1-i90	 	Sein ‚ ehrliches Gesicht ‘ ward fast sprichwörtlich und noch nach seinem Tode galt er als ein würdiger und sittlicher Mann; in der That zeigte er im Familienleben Anhänglichkeit an Frau und Kinder und es gereicht ihm zur Ehre, dass er zuerst von der barbarischen Sitte abging die gefangenen feindlichen Könige und Feldherren nach ihrer Aufführung im Triumph hinrichten zu lassen.	358:368	0:379	Sein ‚ ehrliches Gesicht ‘ ward fast sprichwörtlich und noch nach seinem Tode galt er als ein würdiger und sittlicher Mann ; in der That zeigte er im Familienleben Anhänglichkeit an Frau und Kinder und es gereicht ihm zur Ehre , dass er zuerst von der barbarischen Sitte abging die gefangenen feindlichen Könige und Feldherren nach ihrer Aufführung im Triumph hinrichten zu lassen .	60	0:64
hinrichten	NOUN	1850	1	hinrichten-c1-i32	 	Wenn man ängstlich sei, werde der moralische Eindruck nachwirken; man werde eine Blöße geben, wo die Feinde der Freiheit ihr Geschoß hinrichten können, sie, denen dieser demokratische Reichstag ein Dorn im Auge sei, sie wären froh, wenn sie ihn in die Klemme zwischen das Volk und sich bringen könnten.	133:143	0:302	Wenn man ängstlich sei , werde der moralische Eindruck nachwirken ; man werde eine Blöße geben , wo die Feinde der Freiheit ihr Geschoß hinrichten können , sie , denen dieser demokratische Reichstag ein Dorn im Auge sei , sie wären froh , wenn sie ihn in die Klemme zwischen das Volk und sich bringen könnten .	24	0:57
hinrichten	NOUN	1850	1	hinrichten-c1-i61	 	Indem er die deutschen Fürsten bezwang, verhütete er zugleich eine Empörung seiner Niederländer. Jedoch alle seine Gesetze, obwohl sie mit außerordentlicher Strenge gehandhabt wurden — man hat berechnet, daß bis 1560 an 30000 Protestanten hingerichtet worden seyen — vermochten nicht den Fortgang der religiösen Meinungen aufzuhalten.	239:251	0:334	Indem er die deutschen Fürsten bezwang , verhütete er zugleich eine Empörung seiner Niederländer . Jedoch alle seine Gesetze , obwohl sie mit außerordentlicher Strenge gehandhabt wurden — man hat berechnet , daß bis 1560 an 30000 Protestanten hingerichtet worden seyen — vermochten nicht den Fortgang der religiösen Meinungen aufzuhalten .	38	0:51
hinrichten	NOUN	1850	1	hinrichten-c1-i24	 	(Arrian VII. 22); andere Schriftsteller sagen, der Matrose sei wirklich hingerichtet worden; noch andere berichten, Seleukus habe das Diadem geholt und um seine Schläfe gewunden, ein großes Zeichen der Macht, die er einst gewinnen sollte.	72:84	0:238	( Arrian VII. 22 ) ; andere Schriftsteller sagen , der Matrose sei wirklich hingerichtet worden ; noch andere berichten , Seleukus habe das Diadem geholt und um seine Schläfe gewunden , ein großes Zeichen der Macht , die er einst gewinnen sollte .	14	0:44
hinrichten	NOUN	1968	2	hinrichten-c2-i71	 	Drei marokkanische Patrioten wurden Dienstag In Casablanca hingerichtet, weil sie am bewaffneten Freiheitskampf teilgenommen hatten.	59:71	0:132	Drei marokkanische Patrioten wurden Dienstag In Casablanca hingerichtet , weil sie am bewaffneten Freiheitskampf teilgenommen hatten .	7	0:17
hinrichten	NOUN	1968	2	hinrichten-c2-i47	 	Seit Beginn seiner Tätigkeit als Justizminister hatte Ladas mehr als 125 Personen hinrichten lassen.	82:92	0:100	Seit Beginn seiner Tätigkeit als Justizminister hatte Ladas mehr als 125 Personen hinrichten lassen .	12	0:15
hinrichten	NOUN	1968	2	hinrichten-c2-i78	 	Der französische Fernsehfilm „Die Rosenbergs dürfen nicht sterben" gestaltet das Schicksal von Ethel und Julius Rosenberg, die 1953 als angebliche Atomspione in den USA hingerichtet wurden.	169:181	0:189	Der französische Fernsehfilm „ Die Rosenbergs dürfen nicht sterben " gestaltet das Schicksal von Ethel und Julius Rosenberg , die 1953 als angebliche Atomspione in den USA hingerichtet wurden .	27	0:30
hinrichten	NOUN	1968	2	hinrichten-c2-i15	 	Hier hatte auch die Regie Werner Schulz-Wittans die Akzente zu leicht gesetzt, sonst hätte nicht bei Achim Hübner aus dem leidenschaftlichen Emporer Sascha, der dann später wegen eines mißlungenen Attentats auf den Zaren hingerichtet wird, ein beinahe weicher und sensibler Träumer werden können.	221:233	0:296	Hier hatte auch die Regie Werner Schulz-Wittans die Akzente zu leicht gesetzt , sonst hätte nicht bei Achim Hübner aus dem leidenschaftlichen Emporer Sascha , der dann später wegen eines mißlungenen Attentats auf den Zaren hingerichtet wird , ein beinahe weicher und sensibler Träumer werden können .	35	0:47
hinrichten	NOUN	1968	2	hinrichten-c2-i76	 	,Heute sind 16 Hochverräter hingerichtet worden...'. schrieb man.	28:40	0:65	,Heute sind 16 Hochverräter hingerichtet worden . . .' . schrieb man .	4	0:13
hinrichten	NOUN	1968	2	hinrichten-c2-i73	 	14 Rauschgifthändler wurden in der südwestchinesischen Provinz Yunnan hingerichtet.	70:82	0:83	14 Rauschgifthändler wurden in der südwestchinesischen Provinz Yunnan hingerichtet .	8	0:10
hinrichten	NOUN	1968	2	hinrichten-c2-i91	 	Bereits vor einer Woche waren zehn Verschwörer hingerichtet worden.	47:59	0:67	Bereits vor einer Woche waren zehn Verschwörer hingerichtet worden .	7	0:10
hinrichten	NOUN	1968	2	hinrichten-c2-i74	 	Die führenden Offiziere des gescheiterten Aufstands gegen den marokkanischen König Hassan II. sind einer AP-Meldung zufolge am Montagabend durch ein Erschießungskommando hingerichtet worden.	170:182	0:190	Die führenden Offiziere des gescheiterten Aufstands gegen den marokkanischen König Hassan II. sind einer AP-Meldung zufolge am Montagabend durch ein Erschießungskommando hingerichtet worden .	21	0:24
hinrichten	NOUN	1968	2	hinrichten-c2-i11	 	Petkoff ist nicht wegen seiner Gesinnung, sondern wegen Vorbereitung zu einem Militärputsch hingerichtet worden, erklärte in London der Direktor der bulgarischen Presseabteilung.	92:104	0:178	Petkoff ist nicht wegen seiner Gesinnung , sondern wegen Vorbereitung zu einem Militärputsch hingerichtet worden , erklärte in London der Direktor der bulgarischen Presseabteilung .	13	0:25
hinrichten	NOUN	1968	2	hinrichten-c2-i38	 	Der im März j.955 wegen Zusammenarbeit mit den faschistischen Okkupanten zum Tode verurteilte Franzose Claude Besson ist am Freitag in Rennes hingerichtet worden.	142:154	0:162	Der im März j.955 wegen Zusammenarbeit mit den faschistischen Okkupanten zum Tode verurteilte Franzose Claude Besson ist am Freitag in Rennes hingerichtet worden .	21	0:24
hinrichten	NOUN	1968	2	hinrichten-c2-i52	 	So schildert er seinem Freund Friedrich Engels, mit welchen grausamen Mitteln die Eroberer ihre Macht zu behaupten suchen, Er berichtet, wie Unschuldige gefoltert und sogar hingerichtet werden.	173:185	0:193	So schildert er seinem Freund Friedrich Engels , mit welchen grausamen Mitteln die Eroberer ihre Macht zu behaupten suchen , Er berichtet , wie Unschuldige gefoltert und sogar hingerichtet werden .	28	0:31
hinrichten	NOUN	1968	2	hinrichten-c2-i60	 	Die beiden Patrioten sollen schon am heutigen Donnerstag durch den Strang hingerichtet werden.	74:86	0:94	Die beiden Patrioten sollen schon am heutigen Donnerstag durch den Strang hingerichtet werden .	11	0:14
hinrichten	NOUN	1968	2	hinrichten-c2-i44	 	„Den Angehörigen der Gruppe Herbert Baum — hingerichtet in den Jahren 1942/43".	43:55	0:79	„ Den Angehörigen der Gruppe Herbert Baum — hingerichtet in den Jahren 1942/43 " .	8	0:15
hinrichten	NOUN	1968	2	hinrichten-c2-i57	 	Und Chessmann könnte sich weiter darauf berufen, daß er eine Frau umbrachte, während Oberländer Tausende unschuldiger Menschen hinrichten Heß und zum Teil sogar selbst erschoß.	127:137	0:176	Und Chessmann könnte sich weiter darauf berufen , daß er eine Frau umbrachte , während Oberländer Tausende unschuldiger Menschen hinrichten Heß und zum Teil sogar selbst erschoß .	19	0:28
hinrichten	NOUN	1968	2	hinrichten-c2-i90	 	Aus dem Widerspruch resultiert die unverkennbare Vorliebe..starker Geister von Tirso de Molina über Moliere zu Mozart und anderen für diese Figur und ihr gleichzeitiger Zwang, sie.. hinzurichten ''.	182:194	0:198	Aus dem Widerspruch resultiert die unverkennbare Vorliebe ..starker Geister von Tirso de Molina über Moliere zu Mozart und anderen für diese Figur und ihr gleichzeitiger Zwang , sie .. hinzurichten '' .	29	0:32
hinrichten	NOUN	1968	2	hinrichten-c2-i50	 	Augenzeugen berichten, daß allein in Santiago in den ersten zehn Tagen nach dem Staatsstreich über 5000 Menschen hingerichtet wurden.	113:125	0:133	Augenzeugen berichten , daß allein in Santiago in den ersten zehn Tagen nach dem Staatsstreich über 5000 Menschen hingerichtet wurden .	18	0:21
hinrichten	NOUN	1968	2	hinrichten-c2-i41	 	Weitere zwei Algerier wurden gestern von der franzosischen Terrorjustiz in einem Pariser Gefängnis hingerichtet.	99:111	0:112	Weitere zwei Algerier wurden gestern von der franzosischen Terrorjustiz in einem Pariser Gefängnis hingerichtet .	13	0:15
hinrichten	NOUN	1968	2	hinrichten-c2-i26	 	In ihr lebt der Geist des jungen Kommunisten Walter Husemann, der wegen seines Eintretens gegen Hitlers wahnwitzige Pläne in Plötzensee hingerichtet wurde.	136:148	0:155	In ihr lebt der Geist des jungen Kommunisten Walter Husemann , der wegen seines Eintretens gegen Hitlers wahnwitzige Pläne in Plötzensee hingerichtet wurde .	21	0:24
hinrichten	NOUN	1968	2	hinrichten-c2-i7	 	In den ersten Nachkriegsjahren haben die. Waldbrüder ' unter Mißachtung von Gottes Gebot, Du sollst nicht töten! ' vor meinen Augen völlig unschuldige Menschen zu Hunderten hingerichtet.	173:185	0:186	In den ersten Nachkriegsjahren haben die . Waldbrüder ' unter Mißachtung von Gottes Gebot , Du sollst nicht töten ! ' vor meinen Augen völlig unschuldige Menschen zu Hunderten hingerichtet .	29	0:31
hinrichten	NOUN	1968	2	hinrichten-c2-i95	 	Drei Männer wurden im Morgengrauen des Freitags im Zentralgefängnis in Pretoria hingerichtet.	80:92	0:93	Drei Männer wurden im Morgengrauen des Freitags im Zentralgefängnis in Pretoria hingerichtet .	11	0:13
hinrichten	NOUN	1968	2	hinrichten-c2-i98	 	Schon im Frieden, also nach Einstellung der Kampfhandlungen, werden deutsche Matrosen hingerichtet, als waren die Faschisten noch völlig an der Macht, als hätte es keinerlei Mord, Krieg gegeben, als wäre nie etwas gewesen wie Überfall auf Polen, Frankreich, Holland, Dänemark, Norwegen und schließlich auf die Sowjetunion!	86:98	0:322	Schon im Frieden , also nach Einstellung der Kampfhandlungen , werden deutsche Matrosen hingerichtet , als waren die Faschisten noch völlig an der Macht , als hätte es keinerlei Mord , Krieg gegeben , als wäre nie etwas gewesen wie Überfall auf Polen , Frankreich , Holland , Dänemark , Norwegen und schließlich auf die Sowjetunion !	13	0:57
hinrichten	NOUN	1968	2	hinrichten-c2-i61	 	Wie der sowjetische Kommandant der Stadt Jena bekanntgab, wurde Diener zum Tode durch Erschießen verurteilt und hingerichtet.	112:124	0:125	Wie der sowjetische Kommandant der Stadt Jena bekanntgab , wurde Diener zum Tode durch Erschießen verurteilt und hingerichtet .	17	0:19
hinrichten	NOUN	1968	2	hinrichten-c2-i40	 	Die französischen Kolonialbehörden haben im Zivilgefängnis von Algier wiederum drei. algerische Freiheitskämpfer durch Fallbeil hinrichten." lassen^ Damit hat sich die Zahl der seit Beginn des algerischen Freiheitskampfes zum Tode verurteilten und hingerichteten algerischen Freiheitskämpfer auf 79 erhöht	128:138	0:305	Die französischen Kolonialbehörden haben im Zivilgefängnis von Algier wiederum drei . algerische Freiheitskämpfer durch Fallbeil hinrichten . " lassen^ Damit hat sich die Zahl der seit Beginn des algerischen Freiheitskampfes zum Tode verurteilten und hingerichteten algerischen Freiheitskämpfer auf 79 erhöht	15	0:40
hinrichten	NOUN	1968	2	hinrichten-c2-i33	 	Seit Beginn des Unabhängigkeitskampfes sind nach offizieller französischer Mitteilung 127 Algerier hingerichtet worden,	99:111	0:119	Seit Beginn des Unabhängigkeitskampfes sind nach offizieller französischer Mitteilung 127 Algerier hingerichtet worden ,	11	0:14
hinrichten	NOUN	1968	2	hinrichten-c2-i86	 	1943 fand der Prozeß gegen ihn statt, und am Morgen des 7. November 1944 wurde er hingerichtet. 656	82:94	0:99	1943 fand der Prozeß gegen ihn statt , und am Morgen des 7. November 1944 wurde er hingerichtet . 656	17	0:20
