identifier1	identifier2	annotator	judgment	comment	lemma
Aussterben-c1-i44	Aussterben-c2-i25	annotator1	2	 	Aussterben
Aussterben-c1-i0	Aussterben-c2-i1	annotator2	4	 	Aussterben
Aussterben-c1-i0	Aussterben-c1-i5	annotator2	4	 	Aussterben
Aussterben-c1-i0	Aussterben-c1-i13	annotator0	4	 	Aussterben
Aussterben-c1-i0	Aussterben-c2-i85	annotator0	4	 	Aussterben
Aussterben-c1-i0	Aussterben-c1-i25	annotator0	4	 	Aussterben
Aussterben-c1-i0	Aussterben-c1-i40	annotator1	0	 	Aussterben
Aussterben-c1-i0	Aussterben-c2-i1	annotator1	0	 	Aussterben
Aussterben-c1-i0	Aussterben-c1-i28	annotator1	0	 	Aussterben
Aussterben-c1-i80	Aussterben-c2-i20	annotator2	3	 	Aussterben
Aussterben-c1-i80	Aussterben-c1-i2	annotator2	3	 	Aussterben
Aussterben-c1-i80	Aussterben-c2-i72	annotator1	3	 	Aussterben
Aussterben-c1-i80	Aussterben-c1-i85	annotator1	4	 	Aussterben
Aussterben-c1-i80	Aussterben-c1-i59	annotator1	4	 	Aussterben
Aussterben-c1-i91	Aussterben-c1-i80	annotator2	4	 	Aussterben
Aussterben-c1-i91	Aussterben-c1-i44	annotator2	4	 	Aussterben
Aussterben-c1-i91	Aussterben-c1-i0	annotator2	4	 	Aussterben
Aussterben-c1-i91	Aussterben-c1-i49	annotator2	4	 	Aussterben
Aussterben-c1-i91	Aussterben-c1-i1	annotator0	4	 	Aussterben
Aussterben-c1-i91	Aussterben-c1-i86	annotator1	3	 	Aussterben
Aussterben-c1-i74	Aussterben-c2-i52	annotator2	4	 	Aussterben
Aussterben-c1-i74	Aussterben-c2-i35	annotator2	3	 	Aussterben
Aussterben-c1-i74	Aussterben-c1-i18	annotator0	0	 	Aussterben
Aussterben-c1-i74	Aussterben-c2-i1	annotator0	0	 	Aussterben
Aussterben-c1-i74	Aussterben-c1-i18	annotator1	2	 	Aussterben
Aussterben-c1-i74	Aussterben-c2-i44	annotator1	4	 	Aussterben
Aussterben-c1-i74	Aussterben-c2-i97	annotator1	4	 	Aussterben
Aussterben-c1-i18	Aussterben-c2-i82	annotator2	4	 	Aussterben
Aussterben-c1-i18	Aussterben-c2-i35	annotator2	3	 	Aussterben
Aussterben-c1-i18	Aussterben-c1-i51	annotator0	2	 	Aussterben
Aussterben-c1-i18	Aussterben-c2-i1	annotator0	4	 	Aussterben
Aussterben-c1-i18	Aussterben-c1-i78	annotator1	2	 	Aussterben
Aussterben-c1-i18	Aussterben-c1-i59	annotator1	3	 	Aussterben
Aussterben-c1-i18	Aussterben-c1-i44	annotator1	3	 	Aussterben
Aussterben-c1-i18	Aussterben-c1-i1	annotator1	3	 	Aussterben
Aussterben-c1-i49	Aussterben-c1-i85	annotator2	4	 	Aussterben
Aussterben-c1-i49	Aussterben-c2-i59	annotator2	4	 	Aussterben
Aussterben-c1-i49	Aussterben-c1-i0	annotator0	4	 	Aussterben
Aussterben-c1-i49	Aussterben-c1-i86	annotator0	3	 	Aussterben
Aussterben-c1-i49	Aussterben-c2-i18	annotator0	4	 	Aussterben
Aussterben-c1-i49	Aussterben-c1-i67	annotator1	4	 	Aussterben
Aussterben-c1-i49	Aussterben-c2-i74	annotator1	3	 	Aussterben
Aussterben-c1-i49	Aussterben-c1-i59	annotator1	4	 	Aussterben
Aussterben-c1-i49	Aussterben-c1-i18	annotator1	2	 	Aussterben
Aussterben-c1-i4	Aussterben-c1-i88	annotator2	0	 	Aussterben
Aussterben-c1-i4	Aussterben-c2-i70	annotator2	4	 	Aussterben
Aussterben-c1-i4	Aussterben-c2-i97	annotator0	4	 	Aussterben
Aussterben-c1-i4	Aussterben-c2-i54	annotator0	4	 	Aussterben
Aussterben-c1-i4	Aussterben-c2-i13	annotator0	4	 	Aussterben
Aussterben-c1-i4	Aussterben-c1-i59	annotator0	4	 	Aussterben
Aussterben-c1-i4	Aussterben-c2-i14	annotator1	3	 	Aussterben
Aussterben-c1-i4	Aussterben-c2-i74	annotator1	3	 	Aussterben
Aussterben-c1-i4	Aussterben-c1-i0	annotator1	0	 	Aussterben
Aussterben-c1-i4	Aussterben-c2-i75	annotator1	2	 	Aussterben
Aussterben-c1-i40	Aussterben-c2-i70	annotator2	4	 	Aussterben
Aussterben-c1-i40	Aussterben-c1-i78	annotator0	4	 	Aussterben
Aussterben-c1-i40	Aussterben-c2-i29	annotator1	0	 	Aussterben
Aussterben-c1-i40	Aussterben-c1-i5	annotator1	3	 	Aussterben
Aussterben-c1-i40	Aussterben-c2-i50	annotator1	3	 	Aussterben
Aussterben-c1-i40	Aussterben-c1-i50	annotator1	2	 	Aussterben
Aussterben-c1-i40	Aussterben-c2-i94	annotator1	3	 	Aussterben
Aussterben-c1-i71	Aussterben-c1-i85	annotator0	4	 	Aussterben
Aussterben-c1-i71	Aussterben-c2-i82	annotator1	3	 	Aussterben
Aussterben-c1-i71	Aussterben-c1-i32	annotator1	3	 	Aussterben
Aussterben-c1-i5	Aussterben-c2-i82	annotator2	4	 	Aussterben
Aussterben-c1-i5	Aussterben-c1-i18	annotator0	0	 	Aussterben
Aussterben-c1-i5	Aussterben-c1-i71	annotator1	3	 	Aussterben
Aussterben-c1-i5	Aussterben-c2-i29	annotator1	0	 	Aussterben
Aussterben-c1-i5	Aussterben-c2-i85	annotator1	2	 	Aussterben
Aussterben-c1-i88	Aussterben-c2-i18	annotator2	4	 	Aussterben
Aussterben-c1-i88	Aussterben-c2-i75	annotator1	3	 	Aussterben
Aussterben-c1-i88	Aussterben-c2-i97	annotator1	3	 	Aussterben
Aussterben-c1-i88	Aussterben-c1-i0	annotator1	0	 	Aussterben
Aussterben-c1-i88	Aussterben-c1-i13	annotator1	4	 	Aussterben
Aussterben-c1-i88	Aussterben-c2-i29	annotator1	0	 	Aussterben
Aussterben-c1-i85	Aussterben-c1-i78	annotator2	4	 	Aussterben
Aussterben-c1-i85	Aussterben-c1-i50	annotator2	4	 	Aussterben
Aussterben-c1-i85	Aussterben-c1-i0	annotator2	4	 	Aussterben
Aussterben-c1-i85	Aussterben-c1-i88	annotator2	4	 	Aussterben
Aussterben-c1-i85	Aussterben-c2-i1	annotator0	4	 	Aussterben
Aussterben-c1-i85	Aussterben-c2-i50	annotator0	4	 	Aussterben
Aussterben-c1-i85	Aussterben-c1-i88	annotator1	3	 	Aussterben
Aussterben-c1-i85	Aussterben-c1-i67	annotator1	4	 	Aussterben
Aussterben-c1-i32	Aussterben-c1-i50	annotator0	4	 	Aussterben
Aussterben-c1-i32	Aussterben-c2-i20	annotator0	4	 	Aussterben
Aussterben-c1-i32	Aussterben-c2-i97	annotator0	4	 	Aussterben
Aussterben-c1-i32	Aussterben-c2-i1	annotator0	4	 	Aussterben
Aussterben-c1-i32	Aussterben-c1-i2	annotator1	2	 	Aussterben
Aussterben-c1-i32	Aussterben-c1-i78	annotator1	4	 	Aussterben
Aussterben-c1-i32	Aussterben-c1-i40	annotator1	3	 	Aussterben
Aussterben-c1-i51	Aussterben-c1-i88	annotator2	4	 	Aussterben
Aussterben-c1-i51	Aussterben-c2-i20	annotator2	4	 	Aussterben
Aussterben-c1-i51	Aussterben-c2-i82	annotator0	4	 	Aussterben
Aussterben-c1-i51	Aussterben-c1-i88	annotator1	4	 	Aussterben
Aussterben-c1-i51	Aussterben-c2-i13	annotator1	3	 	Aussterben
Aussterben-c1-i67	Aussterben-c2-i41	annotator2	4	 	Aussterben
Aussterben-c1-i67	Aussterben-c1-i51	annotator2	4	 	Aussterben
Aussterben-c1-i67	Aussterben-c1-i80	annotator0	4	 	Aussterben
Aussterben-c1-i67	Aussterben-c2-i35	annotator1	2	 	Aussterben
Aussterben-c1-i67	Aussterben-c2-i82	annotator1	3	 	Aussterben
Aussterben-c1-i67	Aussterben-c1-i91	annotator1	4	 	Aussterben
Aussterben-c1-i59	Aussterben-c2-i59	annotator2	4	 	Aussterben
Aussterben-c1-i59	Aussterben-c1-i2	annotator2	3	 	Aussterben
Aussterben-c1-i59	Aussterben-c1-i51	annotator2	4	 	Aussterben
Aussterben-c1-i59	Aussterben-c2-i18	annotator2	4	 	Aussterben
Aussterben-c1-i59	Aussterben-c2-i52	annotator2	4	 	Aussterben
Aussterben-c1-i59	Aussterben-c2-i14	annotator0	4	 	Aussterben
Aussterben-c1-i59	Aussterben-c2-i82	annotator0	4	 	Aussterben
Aussterben-c1-i59	Aussterben-c2-i44	annotator1	3	 	Aussterben
Aussterben-c1-i59	Aussterben-c2-i29	annotator1	0	 	Aussterben
Aussterben-c1-i13	Aussterben-c2-i18	annotator2	4	 	Aussterben
Aussterben-c1-i13	Aussterben-c1-i25	annotator2	4	 	Aussterben
Aussterben-c1-i13	Aussterben-c2-i85	annotator2	4	 	Aussterben
Aussterben-c1-i13	Aussterben-c1-i44	annotator0	4	 	Aussterben
Aussterben-c1-i13	Aussterben-c2-i35	annotator0	2	 	Aussterben
Aussterben-c1-i13	Aussterben-c1-i2	annotator1	2	 	Aussterben
Aussterben-c1-i13	Aussterben-c2-i29	annotator1	0	 	Aussterben
Aussterben-c1-i13	Aussterben-c1-i49	annotator1	3	 	Aussterben
Aussterben-c1-i13	Aussterben-c2-i75	annotator1	2	 	Aussterben
Aussterben-c1-i13	Aussterben-c2-i68	annotator1	3	 	Aussterben
Aussterben-c1-i13	Aussterben-c2-i25	annotator1	2	 	Aussterben
Aussterben-c1-i2	Aussterben-c1-i59	annotator0	2	 	Aussterben
Aussterben-c1-i2	Aussterben-c2-i55	annotator0	2	 	Aussterben
Aussterben-c1-i2	Aussterben-c2-i75	annotator0	3	 	Aussterben
Aussterben-c1-i2	Aussterben-c2-i35	annotator0	3	 	Aussterben
Aussterben-c1-i2	Aussterben-c2-i94	annotator0	2	 	Aussterben
Aussterben-c1-i2	Aussterben-c1-i86	annotator0	2	 	Aussterben
Aussterben-c1-i2	Aussterben-c1-i59	annotator1	2	 	Aussterben
Aussterben-c1-i2	Aussterben-c1-i1	annotator1	2	 	Aussterben
Aussterben-c1-i28	Aussterben-c1-i13	annotator2	4	 	Aussterben
Aussterben-c1-i28	Aussterben-c1-i78	annotator1	4	 	Aussterben
Aussterben-c1-i50	Aussterben-c2-i97	annotator2	0	 	Aussterben
Aussterben-c1-i50	Aussterben-c1-i74	annotator0	0	 	Aussterben
Aussterben-c1-i50	Aussterben-c2-i18	annotator1	4	 	Aussterben
Aussterben-c1-i50	Aussterben-c1-i28	annotator1	3	 	Aussterben
Aussterben-c1-i50	Aussterben-c1-i71	annotator1	3	 	Aussterben
Aussterben-c1-i50	Aussterben-c2-i85	annotator1	3	 	Aussterben
Aussterben-c1-i50	Aussterben-c1-i49	annotator1	3	 	Aussterben
Aussterben-c1-i50	Aussterben-c2-i82	annotator1	3	 	Aussterben
Aussterben-c1-i25	Aussterben-c1-i2	annotator2	4	 	Aussterben
Aussterben-c1-i25	Aussterben-c2-i1	annotator2	4	 	Aussterben
Aussterben-c1-i25	Aussterben-c1-i80	annotator0	4	 	Aussterben
Aussterben-c1-i25	Aussterben-c1-i49	annotator1	2	 	Aussterben
Aussterben-c1-i25	Aussterben-c1-i50	annotator1	3	 	Aussterben
Aussterben-c1-i25	Aussterben-c2-i1	annotator1	2	 	Aussterben
Aussterben-c2-i59	Aussterben-c1-i5	annotator2	4	 	Aussterben
Aussterben-c2-i59	Aussterben-c2-i82	annotator1	4	 	Aussterben
Aussterben-c2-i59	Aussterben-c1-i4	annotator1	3	 	Aussterben
Aussterben-c2-i59	Aussterben-c2-i52	annotator1	4	 	Aussterben
Aussterben-c2-i59	Aussterben-c1-i78	annotator1	3	 	Aussterben
Aussterben-c2-i13	Aussterben-c2-i85	annotator2	4	 	Aussterben
Aussterben-c2-i13	Aussterben-c1-i91	annotator0	4	 	Aussterben
Aussterben-c2-i13	Aussterben-c1-i49	annotator1	3	 	Aussterben
Aussterben-c2-i97	Aussterben-c2-i20	annotator2	4	 	Aussterben
Aussterben-c2-i97	Aussterben-c2-i13	annotator0	4	 	Aussterben
Aussterben-c2-i97	Aussterben-c1-i49	annotator0	4	 	Aussterben
Aussterben-c2-i97	Aussterben-c1-i28	annotator1	3	 	Aussterben
Aussterben-c2-i97	Aussterben-c2-i85	annotator1	4	 	Aussterben
Aussterben-c2-i97	Aussterben-c2-i1	annotator1	3	 	Aussterben
Aussterben-c2-i97	Aussterben-c1-i1	annotator1	3	 	Aussterben
Aussterben-c2-i1	Aussterben-c2-i98	annotator2	4	 	Aussterben
Aussterben-c2-i1	Aussterben-c2-i13	annotator0	3	 	Aussterben
Aussterben-c2-i1	Aussterben-c2-i75	annotator1	2	 	Aussterben
Aussterben-c2-i41	Aussterben-c2-i98	annotator2	4	 	Aussterben
Aussterben-c2-i41	Aussterben-c2-i1	annotator0	4	 	Aussterben
Aussterben-c2-i41	Aussterben-c1-i91	annotator1	3	 	Aussterben
Aussterben-c2-i41	Aussterben-c2-i20	annotator1	2	 	Aussterben
Aussterben-c2-i41	Aussterben-c2-i54	annotator1	4	 	Aussterben
Aussterben-c2-i14	Aussterben-c2-i41	annotator2	4	 	Aussterben
Aussterben-c2-i14	Aussterben-c1-i28	annotator2	4	 	Aussterben
Aussterben-c2-i14	Aussterben-c2-i97	annotator2	4	 	Aussterben
Aussterben-c2-i14	Aussterben-c2-i41	annotator0	4	 	Aussterben
Aussterben-c2-i14	Aussterben-c1-i71	annotator0	4	 	Aussterben
Aussterben-c2-i14	Aussterben-c2-i98	annotator1	4	 	Aussterben
Aussterben-c2-i14	Aussterben-c2-i52	annotator1	4	 	Aussterben
Aussterben-c2-i14	Aussterben-c1-i50	annotator1	3	 	Aussterben
Aussterben-c2-i14	Aussterben-c1-i85	annotator1	3	 	Aussterben
Aussterben-c2-i18	Aussterben-c1-i44	annotator2	4	 	Aussterben
Aussterben-c2-i18	Aussterben-c2-i41	annotator2	4	 	Aussterben
Aussterben-c2-i18	Aussterben-c1-i67	annotator2	4	 	Aussterben
Aussterben-c2-i18	Aussterben-c1-i51	annotator1	3	 	Aussterben
Aussterben-c2-i72	Aussterben-c1-i13	annotator2	4	 	Aussterben
Aussterben-c2-i72	Aussterben-c2-i14	annotator2	4	 	Aussterben
Aussterben-c2-i72	Aussterben-c2-i35	annotator2	3	 	Aussterben
Aussterben-c2-i72	Aussterben-c2-i70	annotator1	3	 	Aussterben
Aussterben-c2-i72	Aussterben-c1-i13	annotator1	4	 	Aussterben
Aussterben-c2-i72	Aussterben-c1-i71	annotator1	3	 	Aussterben
Aussterben-c2-i72	Aussterben-c1-i40	annotator1	3	 	Aussterben
Aussterben-c2-i72	Aussterben-c1-i59	annotator1	3	 	Aussterben
Aussterben-c2-i82	Aussterben-c2-i97	annotator2	4	 	Aussterben
Aussterben-c2-i82	Aussterben-c2-i94	annotator0	4	 	Aussterben
Aussterben-c2-i82	Aussterben-c1-i78	annotator1	3	 	Aussterben
Aussterben-c2-i82	Aussterben-c2-i85	annotator1	4	 	Aussterben
Aussterben-c2-i54	Aussterben-c2-i18	annotator2	4	 	Aussterben
Aussterben-c2-i54	Aussterben-c1-i88	annotator2	4	 	Aussterben
Aussterben-c2-i54	Aussterben-c2-i50	annotator0	4	 	Aussterben
Aussterben-c2-i54	Aussterben-c2-i52	annotator1	4	 	Aussterben
Aussterben-c2-i54	Aussterben-c1-i49	annotator1	3	 	Aussterben
Aussterben-c2-i54	Aussterben-c1-i59	annotator1	3	 	Aussterben
Aussterben-c2-i54	Aussterben-c2-i74	annotator1	4	 	Aussterben
Aussterben-c2-i50	Aussterben-c2-i41	annotator2	4	 	Aussterben
Aussterben-c2-i50	Aussterben-c2-i35	annotator0	2	 	Aussterben
Aussterben-c2-i50	Aussterben-c1-i80	annotator0	4	 	Aussterben
Aussterben-c2-i50	Aussterben-c2-i29	annotator0	0	 	Aussterben
Aussterben-c2-i50	Aussterben-c1-i18	annotator0	3	 	Aussterben
Aussterben-c2-i50	Aussterben-c1-i80	annotator1	3	 	Aussterben
Aussterben-c2-i50	Aussterben-c2-i55	annotator1	4	 	Aussterben
Aussterben-c2-i50	Aussterben-c2-i13	annotator1	4	 	Aussterben
Aussterben-c2-i50	Aussterben-c2-i20	annotator1	2	 	Aussterben
Aussterben-c2-i50	Aussterben-c2-i59	annotator1	4	 	Aussterben
Aussterben-c2-i50	Aussterben-c2-i29	annotator1	0	 	Aussterben
Aussterben-c2-i50	Aussterben-c1-i85	annotator1	3	 	Aussterben
Aussterben-c2-i20	Aussterben-c2-i1	annotator2	4	 	Aussterben
Aussterben-c2-i20	Aussterben-c2-i94	annotator0	4	 	Aussterben
Aussterben-c2-i20	Aussterben-c2-i13	annotator0	4	 	Aussterben
Aussterben-c2-i20	Aussterben-c1-i88	annotator1	2	 	Aussterben
Aussterben-c2-i20	Aussterben-c2-i82	annotator1	2	 	Aussterben
Aussterben-c2-i20	Aussterben-c2-i13	annotator1	2	 	Aussterben
Aussterben-c2-i20	Aussterben-c1-i67	annotator1	2	 	Aussterben
Aussterben-c2-i55	Aussterben-c2-i85	annotator0	4	 	Aussterben
Aussterben-c2-i55	Aussterben-c2-i59	annotator0	4	 	Aussterben
Aussterben-c2-i55	Aussterben-c1-i32	annotator1	3	 	Aussterben
Aussterben-c2-i25	Aussterben-c2-i35	annotator2	4	 	Aussterben
Aussterben-c2-i25	Aussterben-c1-i80	annotator0	2	 	Aussterben
Aussterben-c2-i25	Aussterben-c2-i75	annotator1	3	 	Aussterben
Aussterben-c2-i25	Aussterben-c2-i50	annotator1	2	 	Aussterben
Aussterben-c2-i68	Aussterben-c2-i74	annotator2	4	 	Aussterben
Aussterben-c2-i68	Aussterben-c2-i82	annotator2	4	 	Aussterben
Aussterben-c2-i68	Aussterben-c1-i1	annotator0	4	 	Aussterben
Aussterben-c2-i68	Aussterben-c2-i1	annotator0	4	 	Aussterben
Aussterben-c2-i68	Aussterben-c1-i71	annotator0	4	 	Aussterben
Aussterben-c2-i68	Aussterben-c2-i18	annotator0	4	 	Aussterben
Aussterben-c2-i68	Aussterben-c1-i40	annotator1	3	 	Aussterben
Aussterben-c2-i68	Aussterben-c2-i54	annotator1	4	 	Aussterben
Aussterben-c2-i68	Aussterben-c1-i18	annotator1	2	 	Aussterben
Aussterben-c2-i70	Aussterben-c2-i41	annotator2	4	 	Aussterben
Aussterben-c2-i70	Aussterben-c2-i55	annotator0	4	 	Aussterben
Aussterben-c2-i70	Aussterben-c2-i82	annotator1	4	 	Aussterben
Aussterben-c2-i70	Aussterben-c1-i28	annotator1	4	 	Aussterben
Aussterben-c2-i44	Aussterben-c2-i50	annotator2	4	 	Aussterben
Aussterben-c2-i44	Aussterben-c2-i50	annotator0	4	 	Aussterben
Aussterben-c2-i44	Aussterben-c1-i44	annotator0	4	 	Aussterben
Aussterben-c2-i44	Aussterben-c2-i41	annotator0	4	 	Aussterben
Aussterben-c2-i44	Aussterben-c2-i55	annotator1	4	 	Aussterben
Aussterben-c2-i85	Aussterben-c2-i18	annotator2	4	 	Aussterben
Aussterben-c2-i85	Aussterben-c1-i0	annotator2	4	 	Aussterben
Aussterben-c2-i85	Aussterben-c2-i18	annotator1	4	 	Aussterben
Aussterben-c2-i85	Aussterben-c1-i1	annotator1	3	 	Aussterben
Aussterben-c2-i85	Aussterben-c2-i75	annotator1	2	 	Aussterben
Aussterben-c2-i85	Aussterben-c1-i32	annotator1	3	 	Aussterben
Aussterben-c2-i98	Aussterben-c2-i54	annotator2	4	 	Aussterben
Aussterben-c2-i98	Aussterben-c1-i44	annotator1	3	 	Aussterben
Aussterben-c2-i98	Aussterben-c1-i49	annotator1	3	 	Aussterben
Aussterben-c2-i98	Aussterben-c1-i40	annotator1	3	 	Aussterben
Aussterben-c2-i35	Aussterben-c2-i74	annotator2	4	 	Aussterben
Aussterben-c2-i35	Aussterben-c2-i44	annotator2	4	 	Aussterben
Aussterben-c2-i35	Aussterben-c1-i5	annotator2	4	 	Aussterben
Aussterben-c2-i35	Aussterben-c1-i32	annotator2	3	 	Aussterben
Aussterben-c2-i35	Aussterben-c2-i72	annotator0	2	 	Aussterben
Aussterben-c2-i35	Aussterben-c2-i54	annotator0	2	 	Aussterben
Aussterben-c2-i35	Aussterben-c1-i1	annotator1	2	 	Aussterben
Aussterben-c2-i35	Aussterben-c2-i13	annotator1	2	 	Aussterben
Aussterben-c2-i35	Aussterben-c2-i14	annotator1	2	 	Aussterben
Aussterben-c2-i35	Aussterben-c1-i2	annotator1	3	 	Aussterben
Aussterben-c2-i35	Aussterben-c2-i18	annotator1	2	 	Aussterben
Aussterben-c2-i35	Aussterben-c1-i13	annotator1	2	 	Aussterben
Aussterben-c2-i75	Aussterben-c1-i51	annotator2	4	 	Aussterben
Aussterben-c2-i75	Aussterben-c1-i67	annotator2	3	 	Aussterben
Aussterben-c2-i75	Aussterben-c2-i59	annotator1	2	 	Aussterben
Aussterben-c2-i75	Aussterben-c1-i5	annotator1	3	 	Aussterben
Aussterben-c2-i75	Aussterben-c2-i18	annotator1	2	 	Aussterben
Aussterben-c2-i75	Aussterben-c2-i29	annotator1	0	 	Aussterben
Aussterben-c2-i75	Aussterben-c1-i50	annotator1	2	 	Aussterben
Aussterben-c2-i74	Aussterben-c1-i85	annotator0	4	 	Aussterben
Aussterben-c2-i74	Aussterben-c1-i88	annotator1	4	 	Aussterben
Aussterben-c2-i74	Aussterben-c2-i13	annotator1	4	 	Aussterben
Aussterben-c2-i74	Aussterben-c2-i50	annotator1	4	 	Aussterben
Aussterben-c2-i74	Aussterben-c2-i44	annotator1	4	 	Aussterben
Aussterben-c2-i29	Aussterben-c1-i88	annotator2	0	 	Aussterben
Aussterben-c2-i29	Aussterben-c1-i44	annotator2	0	 	Aussterben
Aussterben-c2-i29	Aussterben-c1-i78	annotator2	0	 	Aussterben
Aussterben-c2-i29	Aussterben-c1-i49	annotator0	0	 	Aussterben
Aussterben-c2-i29	Aussterben-c2-i70	annotator1	0	 	Aussterben
Aussterben-c2-i29	Aussterben-c1-i18	annotator1	0	 	Aussterben
Aussterben-c2-i29	Aussterben-c2-i74	annotator1	0	 	Aussterben
Aussterben-c2-i94	Aussterben-c2-i25	annotator2	3	 	Aussterben
Aussterben-c2-i94	Aussterben-c1-i1	annotator2	4	 	Aussterben
Aussterben-c2-i94	Aussterben-c2-i44	annotator0	4	 	Aussterben
Aussterben-c2-i94	Aussterben-c2-i68	annotator1	4	 	Aussterben
Aussterben-c2-i94	Aussterben-c2-i82	annotator1	4	 	Aussterben
Aussterben-c2-i94	Aussterben-c1-i85	annotator1	3	 	Aussterben
Aussterben-c2-i94	Aussterben-c2-i72	annotator1	3	 	Aussterben
Aussterben-c2-i52	Aussterben-c1-i4	annotator2	3	 	Aussterben
Aussterben-c2-i52	Aussterben-c2-i82	annotator0	4	 	Aussterben
Aussterben-c2-i52	Aussterben-c2-i75	annotator1	2	 	Aussterben
Aussterben-c2-i52	Aussterben-c2-i18	annotator1	4	 	Aussterben
Aussterben-c2-i52	Aussterben-c1-i0	annotator1	0	 	Aussterben
Aussterben-c2-i52	Aussterben-c2-i13	annotator1	4	 	Aussterben
Aussterben-c2-i52	Aussterben-c2-i44	annotator1	4	 	Aussterben
Aussterben-c2-i52	Aussterben-c1-i2	annotator1	2	 	Aussterben
Aussterben-c2-i52	Aussterben-c1-i1	annotator1	3	 	Aussterben
